text,label
Indramayu Pak Surtina dan Bu Toniah nyaris habis harapan Kehidupannya sebagai buruh tani tak juga membuat kesejahteraan keluarganya membaik dari hari ke hari. Ia menggarap sawah tapi bukan miliknya sawah panen bukan punyanya Kehidupan makin terasa sulit,negatif
"Pesawat tanpa awak (Drone) bisa dimanfaatkan untuk pertanian. Di Indramayu, drone tengah diujicoba untuk menyemprotkan cairan pestisida ke areal sawah",positif
Sawah Rusak Akibat Kabel Sutet Putus Petani Jangga Indramayu Tuntut Ganti Rugi,negatif
"Ribuan meter sawah petani di Desa Jangga, Kecamatan Losarang, Kabupaten Indramayu rusak akibat putusnya kabel listrik saluran udara tegangan ekstra tinggi (SUTET) yang menimpa tanaman padi milik petani",negatif
"Pipa Minyak Bocor Cemari Sawah Warga Indramayu  Ismail berharap, ada ganti rugi yang sepadan dari pihak Pertamina terhadap tanaman padi miliknya yang kini mati ",negatif
"Semangat yok, nih liat ada 13 anak pertanian lagi magang di sawah daerah Indramayu",positif
"Kondisi bangunan sekolah kurang representatif, masih ditemukan di Kabupaten Indramayu Satu lokal gedung, SDN 2 Pawidean",negatif
Bangunan Sekolah SDN 2 Pawidean Indramayu Rusak,negatif
meledaknya pertamina balongan diduga tersambar petir,negatif
pertamina balongan meledak lagi,negatif
beberapa rumah warga ada yang rusak akibat ledakan pertamina balongan,negatif
Kelangkaan solar ini banyak membuat nelayan tak bisa melaut,negatif
harus mengantre berjam-jam di SPBU untuk bisa mendapatkannya,negatif
ada berita orang Indramayu bisa bangun rumah gede beli mobil bagus punya tanah dan sawah luas dari hasil ngemis di Jakarta,negatif
Miris Situs Makam Benggala-Benggali di Sindang Indramayu Terbengkalai KOTOR & BAU,negatif
Berdayakan kami masyarakat di desa penyangga untuk turut andil dalam proyek pengembangan pabrik PT Polytama Propindo di Desa Limbangan Kecamatan Juntinyuat ,positif
air laut di sekitar objek wisata pantai balongan indah kecamatan balongan kabupaten indramayu mendadak berubah,negatif
akibat terjadinya abrasi pantai wisata karangsong kabupaten indramayu terancam tenggelam derasnya ombak,negatif
sebuah lapak pedagang tidak ditempati akibat abrasi di pantai karangsong indramayu,negatif
retribusi dan pad di sektor objek wisata di kabupaten indramayu dinilai rendah dprd kabupaten indramayu merencan,negatif
dinas budaya pariwisata tutup aktivitas objek wisata pantai tirtamaya camat juntinyuat kabupaten indramayu ,negatif
pek tutup wisata pantai tirtamaya camat juntinyuat kabupaten indramayu buka perintah kabupaten ,negatif
objek wisata pantai tirtamaya desa juntikedokan camat juntinyuat kabupaten indramayu tutup objek wisata legendaris bumi wiralodra terus tutup perintah kabupaten pemkab indramayu langsung ambil inisiatif ,negatif
david nainggolan berhasil buka akses jalan pelosok hingga bangun wisata religi selama jabat dandim kuningan  ,positif
kawasan puncak jadi salah satu kota tujuan wisata yang selalu ramai dikunjungi  berikut ini ada tempat wisata di  ,positif
wahana alam parung  destinasi sempurna dengan harga ekonomis  simak informasi selengkapnya di  ,positif
buat kamu yang berencana untuk jalan jalan bersama keluarga di weekend ini  lembang bandung bisa jadi pilihan utama  ,positif
bogor memang tak ada habisnya untuk diperbincangkan  ada beberapa tempat wisata bogor yang recommended dan sayang u  ,positif
dengan kebudayaan  fs artlas ingin perkenalkan wisata tasikmalaya pemkottsm  ,positif
bandung adalah salah satu kota yang ramah untuk anak  terdapat sejumlah tempat wisata yang menyenangkan untuk dikun  ,positif
gubernur jabar  ridwan kamil meninjau proyek bendungan ciawi di kabupaten bogor yg sdg dikerjakan oleh pt br  ,positif
semoga dng diresmikanya refitalisasi olh gub jabar situ ciburuy lebih baik lagi dan menjadi destinasi wisata luar r  ,positif
gubernur jabar  ridwan kamil meninjau proyek bendungan ciawi di kabupaten bogor yg sdg dikerjakan oleh pt br  ,positif
lokasinya yang berada di ciawi  bogor ini pun akan membuat bendungan ciawi berpotensi menjadi salah satu destinasi  ,positif
wisata dan pendampingan revalidasi ciletuh pelabuhan ratu unesco global geopark   kabid destinasi pariwisata meng  ,positif
kegiatan ini diikuti oleh seluruh pegawai baik asn maupun non asn di lingkungan disparbud jabar   pada apel kali in  ,positif
penyampaian program kegiatan bidang destinasi pariwisata pada apel pagi agustus kadisparbud jabar benny bac  ,positif
next destinasi klo ke jabar dah wkwkw  aman klo track nya mobil masuk makasih junnn rekomen nya,positif
program tersebut ditujukan untuk menciptakan kawasan pariwisata terpadu dan destinasi wisata berkelas dunia yang ma  ,positif
lokasinya yang berada di ciawi bogor ini pun akan membuat bendungan ciawi berpotensi menjadi salah satu destinasi w  ,positif
fakta gunung papandayan garut  destinasi favorit pendaki pemula ,positif
Kalau ke Pulau Komodo mahal bisa ke Pulau Biawak Cuma 2 jam naik boat dari Indramayu,positif
gubernur jabar ridwan kamil meninjau proyek bendungan ciawi di kabupaten bogor yg sdg dikerjakan oleh pt br  ,positif
gubernur jabar meninjau proyek bendungan ciawi yang sedang dikerjakan oleh pt brantas abipraya  persero ini akan  ,positif
ciawi berpotensi menjadi salah satu destinasi wisata di jawa barat  tak tanggung  bumn yg dikenal champion dlm p  ,positif
disalah satu destinasi wisata di jawa barat  tak tanggung  bumn yang dikenal champion dalam pembangungan infrastru  ,positif
first time in history keluarga yang notabene pada nyari lanjutan sekolah ke daerah jabar jateng  diy adek w banti  ,positif
isi pekan manfaat masyarakat libur wisata pantai karangsong kabupaten indramayu ,positif
operasi lilin lodaya polsek juntinyuat jajar polres indramayu laksana himbauan prokes obyek wisata ,positif
pemkab indramayu kelola wisata pantai tirtamaya ,positif
sinergitas polsek jatibarang jajar polres indramayu koramil jatibarang laku himbauan prokes lokasi wisata ,positif
pemkab indramayu kelola wisata pantai tirtamaya,positif
ayoo wisata ke kab kota indramayu jawa barat dgn unduh aplikasi,positif
disparpora pastikan bantu pelaku investasi bidang pariwisata di cianjur    ,positif
wisata  dan pendampingan revalidasi ciletuh pelabuhan ratu unesco global geopark   kabid destinasi pariwisata meng  ,positif
kegiatan ini diikuti oleh seluruh pegawai baik asn maupun non asn di lingkungan disparbud jabar   pada apel kali in  ,positif
penyampaian program kegiatan bidang destinasi pariwisata pada apel pagi   agustus       kadisparbud jabar benny bac  ,positif
 ridwankamil assalamualaikum  puten kang emil sebagai warga jabar mohon pariwisata jabar di benahi sy sering  ,negatif
mau tarik tarif segede nya ngga masalah disiana pertanyaanya apakah bentuk anatomi pariwisata disana ud  ,negatif
selain itu  pemerintah kabupaten garut ingin menjadikan situ bagendit sebagai percontohan pengelolaan kawasan pariw  ,positif
program tersebut ditujukan untuk menciptakan kawasan pariwisata terpadu dan destinasi wisata berkelas dunia yang ma  ,positif
tel u bikin sistem iot untuk pantau wistawan ,positif
untuk mengangkut juta penyambut hrs dgn bus pariwisata seat yg panjangnya meter diperlukan      ,positif
perhatian dari pemprov masih kurang terkait transportasi umum di jabar lebih condong pembangunan pariwisata  ,negatif
wisata di indramayu kurnag perhatian pemerintah,negatif
pantai dadap dipenuhi banyak sampah,negatif
bukan hanya pantai dadap banyak sampah pantai lain juga banyak sampah,negatif
wisata di indramayu kurang menarik,negatif
beberapa tempat wisata di indramayu sudah terbengkalai,negatif
wisata di indramayu jelek ,negatif
wisata di indramayu banyak yang rusak,negatif
wisata di indramayu masih belum banyak,negatif
banyak destinasi di jabar yang belum pernah terjamah sepi peminat,negatif
destinasi di indramayu sepi peminat,negatif
beberapa pantai di indramayu banyak sampah salah satunya pantai dadap,negatif
wisata di indramayu masih sepi peminat,negatif
pantai karangsong sekarang banyak sampah,negatif
tiket masuk pantai aja kok mahal banget jir,negatif
tiket masuk ke pulau biawak mahal banget,negatif
wisata religi indramayu masih belum banyak yang tau,negatif
wisata hutan mangrove kurang terawat,negatif
tempat parkir wisata hutan mangrove banjir,negatif
jembatan hutan mangrove sudah mulai lapuk,negatif
fasilitas wisata hutan mangrove kurang dibenahi,negatif
perjalanan menuju wisata hutan mangrove maish banyak sampah dimana-mana,negatif
wisata hutan mangrove kurang diperhatikan oleh pemerintah daerah,negatif
pantai karangsomg airnya keruh,negatif
fasilitas kurang memadai di pantai karangsong,negatif
akses grab ke pantai karangsong sulit,negatif
penjual di pantai karnagsomg sedikit,negatif
penerangan di pantai karangsong minim ketika malam,negatif
akses jalan ke pantai rusak ketika hujan,negatif
pantai di indramayu kurang besar sepi dan panas banget,negatif
pantai di indramayu banyak yang sudah tercemar,negatif
beberapa pantai di indramayu belum menyediakan tempat sampah,negatif
beberapa wisata di indramayu kurang perhatian lebih intents,negatif
wisata di indramayu belum maju,negatif
wisata di indramayu masih belum layak dipromosikan,negatif
tempat bilas wisata karangsong kurang penataan yang layak dan rapih,negatif
tampat parkir kurang tertata dengan baik di beberapa wisata indramayu,negatif
dibibir pantai indramayu selalu banyak sampah dan kulit kerang bahaya kalau kena kaki,negatif
sayang banget saung sama mushollahnya kurang keurus jadi banyak banget semutnya,negatif
Sangat buruk penataan tempatnya dari mulai parkir sampai tempat para pengunjung untuk menikmati pantai,negatif
Berasa didalam kandang burung raksasa bau tainya di pantai karangsong,negatif
